0.7857142857142857,3888,胶原性结肠炎,溃疡性结肠炎
0.7777777777777778,3888,化学性结肠炎,溃疡性结肠炎
0.8461538461538461,3122,牙龈纤维瘤病,阴茎纤维瘤病
0.6666666666666667,3546,肛管直肠狭窄,肛管、直肠、结肠狭窄
0.76,3087,胆总管囊肿,卵巢冠囊肿
0.75,158,胆管疾病,大骨节病
0.6486486486486487,2593,口腔粘膜下纤维化,结节性表皮下纤维化
0.65625,1155,坏死性涎腺化生,难治性癫痫症
1.0,504,肠脂肪肉芽肿症,肠脂肪肉芽肿症
0.8,727,淋巴细胞性胃炎,淋巴细胞性垂体炎
0.9230769230769231,4743,原发性胆汁性肝硬变,原发性胆汁性肝硬化
0.6818181818181819,1316,肠假性梗阻,上气道梗阻
0.7407407407407407,1692,药物诱发性肝炎,小儿暴发型肝炎
0.6428571428571428,2948,大肠机能障碍,轻微及机能障碍
0.6363636363636364,3275,慢性十二指肠梗阻,肠石性肠梗阻
0.7857142857142857,3534,口灼伤综合征,腹卒中综合征
0.6862745098039216,1327,嗜酸细胞增多性食管炎,嗜酸细胞增多性肌痛综合征
0.8,172,胆囊闭塞,胆囊类癌
0.8148148148148149,3888,改道性结肠炎,溃疡性结肠炎
0.5789473684210527,3594,牙髓钙化,骨髓纤维化
0.6875,505,唾液腺病,霍奇金病
0.6521739130434783,3795,无结石胆囊炎,急性胆囊炎
0.5961538461538461,1824,唾液腺良性淋巴上皮性病损,小儿良性淋巴性息肉病
1.0,366,Wilson病,Wilson病
1.0,4464,胃憩室,胃憩室
0.6470588235294117,1529,原虫痢疾,小肠类癌
0.5263157894736843,3865,胃空肠[吻合口]溃疡,空肠弯曲菌肠炎
0.9,4574,消化性溃疡病,消化系统溃疡病
0.6666666666666667,4824,唾液腺粘液囊肿,胰腺真性囊肿
0.8666666666666667,4808,牙氟中毒,药物中毒
0.6875,2716,坏死溃疡性牙龈炎,坏死性淋巴结炎
0.6666666666666667,4572,消化性溃疡穿孔,消化性溃疡
0.75,1501,胆汁返流,胃脂肪瘤
0.7352941176470589,1324,淋巴细胞性结肠炎,嗜酸细胞性胃肠炎
0.7,3585,渗透性腹泻,感染性腹泻
1.0,3616,肝硬化,肝硬化
0.8787878787878788,4355,胃切除术后综合征,胃切除术后并发症
0.8333333333333334,48,梅-罗综合征,肺闭锁综合征
0.782608695652174,3000,白喉性腹膜炎,白喉性心肌炎
0.8148148148148149,2240,化脓性尖周炎,化脓性心包炎
0.8928571428571429,1275,十二指肠胃反流,十二指肠类癌瘤
0.6363636363636364,455,牙关节强硬,高原心脏病
0.6071428571428572,1069,口腔毛状白斑,木样甲状腺炎
0.7674418604651163,508,黄色肉芽肿性胆囊炎,黄色肉芽肿性肾盂肾炎
0.7894736842105263,3781,炎性肠病,慢性肠炎
0.75,392,上行性胆管炎,变应性血管炎
1.0,3298,肠子宫内膜异位,肠子宫内膜异位
0.6,1335,牙髓坏死,肾髓质坏死
0.6551724137931034,4622,围生期肠穿孔,新生儿胃穿孔
0.6785714285714286,3761,口腔白色水肿,胫前黏液水肿
0.7333333333333334,2826,卡罗利病,法布里病
0.8857142857142857,3302,蛋白丢失性肠病,蛋白丢失性胃肠病
0.9642857142857143,306,嗜酸细胞性胃炎,嗜酸细胞性肺炎
0.75,4270,食管憩室病,食管憩室
0.75,3055,牙疾病,派杰病
0.6538461538461539,3787,结肠假性梗阻,假性肠梗阻
1.0,3154,Alagille综合征,Alagille综合征
0.7727272727272727,3997,镜下结肠炎,慢性结肠炎
0.6571428571428571,889,难辨梭菌结肠炎,老年缺血性结肠炎
1.0,3176,病毒性食管炎,病毒性食管炎
0.6666666666666667,1173,Cronkhite-Canada综合征,溶血尿毒综合征
1.0,4158,热带性口炎性腹泻,热带性口炎性腹泻
0.6363636363636364,344,神经元性肠道发育不良,中段主动脉发育不良
0.5238095238095238,1427,Papillon-Lefevre病,麦卡德尔病
1.0,3542,肝肺综合征,肝肺综合症
0.5909090909090908,1975,牙本质过敏,小儿食物过敏
0.6,3954,牙龈生长过度,麻痹性肠梗阻
0.72,1163,侵袭性牙周炎,强直性脊柱炎
0.7142857142857143,529,义齿性口炎,侵蚀性溃疡
0.5555555555555556,2842,牙腐蚀,淹死
0.71875,78,波伊茨-耶格综合征,变异型预激综合征
1.0,4852,直肠脱垂,直肠脱垂
0.625,2603,肠道传染病,岩藻糖苷病
0.75,935,颌下腺疾病,老年心肌病
0.9166666666666666,2625,脂肪痢,脂肪瘤
0.84,4239,十二指肠疾病,十二指肠溃疡
0.7142857142857143,549,肠血管发育不良,进行性骨干发育不良
0.8260869565217391,3177,EB病毒性肝炎,病毒性咽炎
0.8333333333333334,4820,腮腺炎,胰腺炎
0.7222222222222222,2766,盲肠疾病,绀红皮病
1.0,4890,真菌性食管炎,真菌性食管炎
0.7058823529411764,4855,直肠疾病,直肠息肉
0.84,2280,围产期坏死性小肠结肠炎,新生儿坏死性小肠结肠炎
0.95,3173,病毒性胃炎,病毒性肺炎
0.71875,1396,功能性结肠疾病,痛风性心肌病
0.6666666666666667,2379,牙折裂,圆柱瘤
0.8,4310,神经源性肠道,神经源性膀胱
0.6875,158,腮腺疾病,算盘子病
0.7142857142857143,158,牙髓疾病,大骨节病
0.8260869565217391,2240,细菌性食道炎,细菌性心包炎
0.7619047619047619,3707,结肠疾病,结肠憩室病
0.6666666666666667,2824,胆总管疾病,良性关节痛
0.6666666666666667,3708,乙状结肠疾病,结肠血管畸形
0.7647058823529411,3712,回结肠炎,结肠炎
0.736842105263158,3585,分泌性腹泻,感染性腹泻
0.9333333333333333,3993,炎性腹泻,慢性腹泻
0.8,3993,急性腹泻,慢性腹泻
1.0,3712,结肠炎,结肠炎
0.7777777777777778,3888,缺血性结肠炎,溃疡性结肠炎
0.7241379310344828,3864,空肠回肠炎,空肠、回肠憩室
0.8461538461538461,4856,回肠炎,直肠炎
0.8461538461538461,176,胆囊病,多囊病
0.6666666666666667,2532,口角炎,亚甲炎
1.0,4531,小肠疝气,小肠疝气
0.7142857142857143,4146,脐疝,脐炎
0.8571428571428572,3579,牙脓肿,肝脓肿
0.5333333333333333,3559,肛(门)瘘,肛门闭锁
0.8,1364,舌运动不能,运动不能
1.0,3367,胆石,胆石
0.6666666666666667,1042,草莓状胆囊,草莓状血管瘤
0.8461538461538461,4677,涎腺炎,涎腺癌
0.7272727272727273,3796,急性牙周膜炎,急性腹膜炎
0.6363636363636364,948,牙质龋,釉质瘤
0.8,4270,食管闭锁,食管憩室
1.0,2333,肠闭锁,肠闭锁
1.0,3318,短肠综合征,短肠综合征
1.0,3981,盲襻综合征,盲襻综合征
1.0,4449,胃溃疡,胃溃疡
0.8888888888888888,4222,舌病,肾病
0.7272727272727273,4065,牙髓炎,脑室炎
0.64,558,胆囊结石(病),心脏结节病
0.625,3626,牙髓变性,肝紫癜病
0.6774193548387097,1038,慢性根尖牙周炎,慢性肾小球肾炎
0.5882352941176471,771,牙龈退缩,老年挛缩
0.8095238095238095,3576,功能性腹泻,功能性呕吐
0.6,2937,巨结肠,步态异常
0.7777777777777778,2455,肛门痉挛,婴儿痉挛
0.6923076923076923,1182,裂缝舌,裂孔疝
0.6896551724137931,3793,急性根尖周围炎,急性单纯性胃炎
0.6153846153846154,290,胆总管结石病,肺胞小结石病
1.0,421,肝肾综合征,肝肾综合征
0.6666666666666667,324,胃轻瘫,肺型炭疽
1.0,4276,食管炎,食管炎
0.7058823529411764,1350,幽门痉挛,书写痉挛
0.5882352941176471,3982,瀑布形胃,母乳性腹泻
0.8095238095238095,2804,酒精性肝炎,畸形性骨炎
1.0,3918,痢疾,痢疾
0.6904761904761905,2337,肥厚性幽门狭窄,新生儿肥厚性幽门狭窄
0.625,2457,幽门狭窄,幼儿急疹
1.0,1182,裂孔疝,裂孔疝
0.6799999999999999,2460,牙骨质增生,婴儿皮质增生
0.8,3293,肠疝,肠炎
1.0,4610,涎石病,涎石病
0.8333333333333334,4274,食管扩张,食管损伤
0.6,1170,牙吸收,胎嗽
0.6774193548387097,4791,阑尾粘液囊肿,眼内转移性肿瘤
0.9473684210526316,3260,肠气囊症,肠气囊肿
0.8333333333333334,3467,腹泻,腹裂
0.8571428571428572,3707,结肠憩室炎,结肠憩室病
0.6842105263157895,1335,舌乳头肥大,肾乳头坏死
0.8421052631578947,4257,胆管穿孔,食管穿孔
0.625,2958,毛舌,绞杀
0.7142857142857143,4414,胆汁阻塞,痰湿阻肺
0.8095238095238095,992,阻塞性黄疸,母乳性黄疸
0.7142857142857143,3560,胆道闭锁,肛膜闭锁
0.625,3310,肝外梗阻,大肠梗阻
0.8333333333333334,130,无牙症,无脉症
0.8461538461538461,4805,消化性食管炎,药物性食管炎
0.7777777777777778,565,酒精性肝硬变,酒精性心脏病
0.5714285714285714,493,根龋,晕阙
0.59375,3439,获得性胃出口狭窄,肺动脉口狭窄
0.7241379310344828,2404,正中菱形舌炎,恙虫病性肺炎
0.7692307692307692,1025,硬化性胆管炎,硬化性筋膜炎
0.8846153846153846,3665,化脓性胆管炎,化脓性食管炎
0.8571428571428572,3991,急性胆管炎,慢性胆管炎
0.7142857142857143,157,胆管周围炎,胆固醇肺炎
1.0,4117,倾倒综合征,倾倒综合征
0.85,4495,萎缩性舌炎,萎缩性胃炎
0.6,2936,地图样舌,意识丧失
0.5217391304347826,2706,(牙)根吸收,滋养层细胞瘤
0.875,4360,舌炎,肾炎
0.9090909090909091,4577,龈疾病,心肌病
1.0,4239,十二指肠溃疡,十二指肠溃疡
0.7777777777777778,3293,唇炎,肠炎
0.7142857142857143,4866,中毒性巨,中毒性弱视
0.6363636363636364,360,肝内胆汁郁滞,高度房室阻滞
0.95,3177,病毒性肝炎,病毒性咽炎
0.8333333333333334,171,胆囊炎,胆囊癌
0.6875,3561,肠穿孔,耳膜穿孔
1.0,3195,便秘,便秘
0.7142857142857143,674,龋齿,口吃
0.8181818181818181,948,釉质龋,釉质瘤
0.6666666666666667,241,釉质生长不全,肺膨胀不全
0.8571428571428572,4825,肝炎,咽炎
0.7692307692307692,1692,肉芽肿性肝炎,小儿重型肝炎
0.6470588235294117,1909,消化不良,小儿龋病
0.8461538461538461,4856,胃肠炎,直肠炎
0.8571428571428572,4825,龈炎,咽炎
0.8181818181818181,4577,肝疾病,心肌病
0.5789473684210527,3310,胃出口梗阻,大肠梗阻
1.0,4856,直肠炎,直肠炎
0.7058823529411764,3606,肛门疾病,弓形体病
0.8461538461538461,3473,胃扩张,肺络张
0.75,3012,牙周病,发否病
0.8695652173913043,3287,肠系膜上动脉综合征,肠系膜上动脉压迫综合征
0.7916666666666666,1275,十二指肠梗阻,十二指肠类癌
0.6153846153846154,2379,冠周炎,圆柱瘤
1.0,4502,胃炎,胃炎
0.7272727272727273,940,口疾病,呕吐病
1.0,1324,嗜酸细胞性胃肠炎,嗜酸细胞性胃肠炎
0.6538461538461539,1692,肉芽肿性胃炎,小儿重型肝炎
0.7777777777777778,3301,肝病,癫病
0.8076923076923077,2933,胆囊运动障碍,眼球运动障碍
0.6799999999999999,1418,牙质形成不全,吞噬功能不全
0.6923076923076923,393,根尖周肉芽肿,过敏性肉芽肿
0.7857142857142857,1052,肠疾病,承C病
0.5714285714285714,4826,(牙)龈瘤,牙龈癌
0.6,579,龈肥大,肢端肥大
0.6875,280,食道疾病,肺毛霉病
0.6799999999999999,2946,牙轴质发育不全,染色体发育不全
0.6206896551724138,1738,牙(本)质发育异常,小儿骨干发育异常
0.8333333333333334,4673,先天性龈瘤,先天性肿瘤
0.7272727272727273,4065,憩室炎,脑室炎
1.0,4426,胃病,胃病
0.6470588235294117,2968,根尖周炎,海绵窦炎
0.7619047619047619,559,福夏尔氏病,库斯毛耳氏病
1.0,3483,腹膜炎,腹膜炎
0.7692307692307692,4435,阑尾炎,肠胃炎
1.0,3247,肠梗阻,肠梗阻
0.7674418604651163,4300,输入性肠袢梗阻综合征,神经性肠梗阻综合症
1.0,3247,肠梗阻,肠梗阻
1.0,3954,麻痹性肠梗阻,麻痹性肠梗阻
0.75,3258,小肠扭转,肠扭转
1.0,3277,肠套叠,肠套叠
0.7142857142857143,513,肠嵌塞,汗腺癌
0.8928571428571429,4473,胃食管返流疾病,胃食管反流病
1.0,3888,溃疡性结肠炎,溃疡性结肠炎
0.5952380952380952,3728,急性肠血管供血不足,继发性肾上腺功能不足
1.0,4246,十二指肠炎,十二指肠炎
0.8333333333333334,4246,胃十二指肠炎,十二指肠炎
0.8095238095238095,652,酒精性胃炎,酒精性痴呆
0.5769230769230769,4511,胃粘膜肥厚,胃粘膜脱垂症
1.0,4495,萎缩性胃炎,萎缩性胃炎
0.7222222222222222,4261,失弛缓性,食管管型
0.7931034482758621,87,食管运动障碍,持续性运动障碍
0.8461538461538461,95,唇疾病,川崎病
1.0,3991,慢性胆管炎,慢性胆管炎
0.8333333333333334,156,胆管炎,胆管癌
0.8571428571428572,3687,口炎,喉炎
0.7142857142857143,2804,溃疡性口炎,畸形性骨炎
0.75,25,坏疽性口炎,坏疽性紫癜
0.7142857142857143,2804,溃疡性口炎,畸形性骨炎
0.7333333333333334,172,胆囊积液,胆囊类癌
1.0,3361,胆囊切除术后综合征,胆囊切除术后综合征
0.7857142857142857,1010,胆道病,大舞蹈病
0.7307692307692308,11,气肿性胆囊炎,癌肿性关节炎
0.6538461538461539,703,肠二糖酶缺乏,抗胰蛋白酶缺乏
0.6470588235294117,2656,牙周变性,α重链病
0.6333333333333333,246,2A1型釉质发育不全,肺动脉发育不全
0.8,25,坏死性胃炎,坏死性紫癜
0.6333333333333333,2203,1H型釉质发育不全,小儿右室发育不良
0.6458333333333333,2698,2A4型低成熟釉质发育不全,致心律失常性右室发育不良
0.7428571428571429,237,胃十二指肠克罗恩病,肺十二指肠虫病
0.5714285714285714,3851,外部病理性吸收,家族性结肠息肉
0.6363636363636364,1420,牙体硬组织病,痛性积脂病
0.7666666666666666,4574,消化系统疾病,消化系统溃疡病
0.6333333333333333,2203,1C型釉质发育不全,小儿右室发育不良
0.7391304347826086,2946,牙齿发育不全,染色体发育不全
0.5263157894736843,2579,1型先天性分泌性氯（化物）腹泻,药物相关性免疫性溶血性贫血
0.6333333333333333,2203,1F型釉质发育不全,小儿右室发育不良
0.625,3876,口腔黏膜白斑,口腔粘膜黑棘皮病
0.7317073170731707,114,慢性肠血管功能不全,慢性心功能不全
0.6458333333333333,2698,2A3型低成熟釉质发育不全,致心律失常性右室发育不良
0.6458333333333333,2698,2A2型低成熟釉质发育不全,致心律失常性右室发育不良
0.5925925925925926,15,内部病理性吸收,背部弹力纤维瘤
0.6666666666666667,493,釉质侵蚀,意识缺失
0.5454545454545454,4375,牙（本质）侵蚀,肾盏憩室
0.6,909,（活动性）消化性溃疡病,老年人消化性溃疡
0.65625,2203,1E型牙釉质发育不全,小儿右室发育不良
0.782608695652174,4888,真菌性胃炎,真菌性肠炎
0.9473684210526316,4583,细菌性胃炎,细菌性肺炎
0.7142857142857143,1270,动力性腹泻,溶血性贫血
0.8571428571428572,123,疱疹性胃炎,疱疹性脑炎
0.6363636363636364,2203,2A5型牙釉质发育不全,小儿右室发育不良
0.6666666666666667,755,迪厄拉富瓦病,拉福拉病
0.6774193548387097,2203,4型牙釉质发育不全,小儿右室发育不良
1.0,4429,胃肠道功能紊乱,胃肠道功能紊乱
0.65625,2203,1G型牙釉质发育不全,小儿右室发育不良
1.0,3636,肝脏炎性假瘤,肝脏炎性假瘤
0.65625,2203,1B型牙釉质发育不全,小儿右室发育不良
0.8108108108108107,2906,先天性食管裂孔疝,老年人食管裂孔疝
0.7142857142857143,3707,小肠憩室炎,结肠憩室病
0.65625,2203,1A型牙釉质发育不全,小儿右室发育不良
0.6774193548387097,4239,肛周与直肠溃疡,十二指肠溃疡
0.6774193548387097,2203,3型牙釉质发育不全,小儿右室发育不良
1.0,4253,食管白斑,食管白斑
0.7407407407407407,3968,巴雷特症候群,米勒费雪症候群
1.0,3870,克罗恩病,克罗恩病
0.7,972,美克尔憩室炎,梅克尔细胞癌
0.7575757575757576,1768,结肠节段性肠炎,小儿节段性肠炎
1.0,4653,先天性巨结肠,先天性巨结肠
